title,category,salary_usd,location,experience_level,employment_type,work_setting,skills,source
Lead ML & AI,Data Science,,Noida,5-10 Yrs,Full-time,,"Computer science,Computer vision,Performance management,Social media,Analytical,Artificial Intelligence,Machine learning,SCALA",naukri
AI Team Lead,Data Science,,Nagpur,4-7 Yrs,Full-time,,"Tensorflow,Pytorch,Artificial Intelligence,Artificial Intelligence Framework,Python,Azure Cloud,GCP,Machine Learning Algorithms",naukri
Project Lead,Data Science,,Gurgaon,6-9 Yrs,Full-time,,"Data analysis,customer analytics,Web analytics,Project management,Consulting,Machine learning,microsoft,Adobe",naukri
ERP Head,Data Science,,Pune,18-20 Yrs,Full-time,,"ERP,SAP Activate,SAP project management,Azure,Power BI,Agile project management,Tableau,AWS",naukri
Lead Solutions Architect,Data Science,,Hyderabad,8-14 Yrs,Full-time,,"Automation,Architecture,Technical design,Machine learning,Cloud,Agile,Unit testing,Application software",naukri
Database Architect/Team Lead,Data Science,,Chennai,14-15 Yrs,Full-time,,"Computer science,Telecom,Data analysis,Network design,Postgresql,MySQL,Disaster recovery,Hardware design",naukri
AI Lead,Data Science,,"Mohali, Chandigarh, Gurgaon",6-11 Yrs,Full-time,,"MLOps,Microsoft Azure,LLM,AWS,Artificial Intelligence,Microsoft",naukri
Team Lead - Anti Fraud,Data Science,,Gurgaon,2-7 Yrs,Full-time,,"Health insurance,remediation,Data analysis,Billing,Machine learning,Fraud Analyst,Team Leader,Fraud detection",naukri
Automation Test Lead,Data Science,,Remote,8-13 Yrs,Full-time,,"Selenium Testing,Automation Testing,Appium,Cucumber,API Testing,Selenium,JIRA,Automation",naukri
AI Specialist & Full-Stack Tech Lead,Data Science,12000.0,Mumbai Suburbs,5-10 Yrs,Full-time,,"AI/ML,Full Stack,Team Leadership,Security Compliance,Cloud Infrastructure,Leadership,Communication Skills,Ml",naukri
"Technical Lead (AWS, Pyspark)",Data Science,,Remote,10-20 Yrs,Full-time,,"Version control,GIT,Data modeling,Coding,Agile,Technical Lead,AWS,Information technology",naukri
Java Lead,Data Science,,Noida,8-14 Yrs,Full-time,,"SAN,Linux,Enterprise applications,SOC,Consulting,MVC,Analytics,CRM",naukri
Generative AI Tech Lead (Large Scale Text/Speech Models),Data Science,,Mumbai,5-10 Yrs,Full-time,,"cuda,kubernetes,python,c++,technical leadership,natural language processing,configuration,kernel",naukri
Lead Technical Writer,Data Science,,Pune,5-8 Yrs,Full-time,,"Technical writing,Machine learning,SIEM,Market research,Risk management,Security operations,RFP,Analytics",naukri
FULL STACK - TECH LEAD,Data Science,,Hyderabad,5-8 Yrs,Full-time,,"Computer science,jQuery,Front end,Linux,Coding,XML,Postgresql,HTML",naukri
Team Lead - Full Stack (Reactjs/Nodejs/Vue/PHP),Data Science,,Ahmedabad,3-8 Yrs,Full-time,,"Training,Backend,Front end,Excel,Web technologies,PHP,Documentation tools,Node.js",naukri
Hiring For Informatica Developer/Lead position For Hyd/Chennai,Data Science,,"Chennai, Hyderabad",5-10 Yrs,Full-time,,"Iics,IDMC,Snowflake,Informatica,Informatica Powercenter,Data Migration,Data warehousing,Data Integration",naukri
Delivery + Presales Lead,Data Science,,Chennai,15-20 Yrs,Full-time,,"IT services,Interpersonal skills,Managed services,Customer satisfaction,project governance,Proposal preparation,Presales,Monitoring",naukri
Team Lead (Open Source),Data Science,,Ahmedabad,6-8 Yrs,Full-time,,"Backend,Front end,Business Analyst,Project management,Value engineering,Manager Technology,cloud architect,Hardware",naukri
Hadoop Developer,Data Science,,Gurgaon,7-9 Yrs,Full-time,,"Hadoop,Pyspark,Shell scripting,HDFS,ETL,MapReduce,Python,SQL",naukri
Machine Learning Team Lead,Data Science,,Mumbai,7-10 Yrs,Full-time,,"Computer science,deep learning,Agile development,Machine learning,Data collection,Programming,Natural language processing,Research",naukri
Artificial Intelligence Team Lead,Data Science,,Mumbai,7-8 Yrs,Full-time,,"Training,Computer science,Cloud computing,Computer vision,C++,Development Manager,Artificial Intelligence,Machine learning",naukri
Tech Arch/Presales Lead,Data Science,,Chennai,12-14 Yrs,Full-time,,"IT services,Computer science,Team management,Architecture,data science,HP data protector,Technology leadership,Manager Technology",naukri
Tech Arch/Presales Lead,Data Science,,Chennai,5-7 Yrs,Full-time,,"IT services,Computer science,Team management,data science,HP data protector,Technology Lead,Technology leadership,Manager Technology",naukri
Gen AI and M365 Lead,Data Science,,Gurgaon,3-5 Yrs,Full-time,,"Computer science,PMP,data security,Machine learning,HIPAA,Cloud,Agile,Natural language processing",naukri
CDB Programmer : Veeva/SAS + Python : Mumbai/Pune/Nagpur/Bangalore,Data Science,21000.0,"Pune, Nagpur, Mumbai (All Areas)",5-10 Yrs,Full-time,,"SAS,Veeva,CDB Programmer,Parexel,Cognizant,Accenture,MedDRA,Pfizer",naukri
SAS Programmer: Upto 10 Lpa: Pune/Mumbai/Bangalore: Apply Now,Data Science,21000.0,"Pune, Mumbai (All Areas)",5-10 Yrs,Full-time,,"SAS Programming,Base SAS,Oracle,SAS SQL,Query Metrics,CDISC,Clinical Trials,Sdtm",naukri
Lead Designer,Data Science,,Nagpur,2-3 Yrs,Full-time,,"Concept design,Industrial design,Sheet metal,Cross functional coordination,Product design,market data,Engineering Design,Sales engineering",naukri
Team Lead - ML/AI,Data Science,,Delhi,5-10 Yrs,Full-time,,"C++,jQuery,Linux,Networking,Solaris,XML,MySQL,PHP",naukri
Program/Delivery Lead,Data Science,,Chennai,15-20 Yrs,Full-time,,"IT services,Interpersonal skills,Managed services,Customer satisfaction,Technical Expert,project governance,Program delivery,Engineering projects",naukri
Hiring For SAS+CDB Programmer : PAN India : Upto 12 LPA : Apply Now,Data Science,12000.0,India,5-10 Yrs,Full-time,,"SAS Programming,J Review,Python,CDB Programmer,SAS,Configuration,EDC,Inform",naukri
ETL Test Lead,Data Science,,Hyderabad,5-6 Yrs,Full-time,,"Automation,Test scripts,Testing tools,Machine learning,Healthcare,Test Lead,Test cases,Open source",naukri
Delivery + Presales Lead,Data Science,,Chennai,15-20 Yrs,Full-time,,"IT services,Interpersonal skills,Managed services,Customer satisfaction,Technical Expert,project governance,Engineering projects,Presales",naukri
"Technical Lead, Marketing Cloud Intelligence",Data Science,,Hyderabad,5-10 Yrs,Full-time,,"Data management,Project management,Consulting,Business intelligence,Digital marketing,Customer engagement,Stakeholder management,Product marketing",naukri
Team Lead - Business Intelligence,Data Science,,Chennai,6-10 Yrs,Full-time,,"AWS  Quicksight,Power Bi,MySQL,Data Analytics,Python,MS Excel,R,Quicksight",naukri
SAS :JReview programmer : Mumbai/Pune/Nagpur/Bangalore: Apply Now,Data Science,15000.0,"Pune, Nagpur, Mumbai",2-7 Yrs,Full-time,,"Parexel,Drug Safety,SAS CDB Programmers,Sun Pharma,JReview programmer,Cognizant,MedDRA,Oracle Clinical",naukri
Junior AI Python Engineer,Data Science,,"Hybrid - Chennai, Coimbatore",4-6 Yrs,Full-time,,"Python,Java,ML,Artificial Intelligence",naukri
QA Test Lead,Data Science,,Chennai,8-13 Yrs,Full-time,,"Test scripts,Analytical,Agile,Test scenarios,Data quality,Test cases,Information technology,Testing",naukri
PLSQL + EBS Lead (OMS Technical Lead),Data Science,,Chennai,15-20 Yrs,Full-time,,"Data analysis,Sales,Team management,Financial analysis,Project management,Financial planning,Market research,Healthcare",naukri
Oracle PLSQL Lead,Data Science,,"Chennai, Hyderabad",15-20 Yrs,Full-time,,"Data analysis,Sales,Team management,Financial analysis,Project management,Financial planning,Market research,Healthcare",naukri
Oracle PLSQL Lead,Data Science,,Hyderabad,15-20 Yrs,Full-time,,"Data analysis,Sales,Team management,Financial analysis,Project management,Financial planning,Market research,Healthcare",naukri
Client Lead (Social),Data Science,,Noida,8-12 Yrs,Full-time,,"Ticketing,Data analysis,Project management,Analytical,Social media,Consulting,Billing,Digital marketing",naukri
Team Lead,Data Science,6000.0,Hyderabad(Madhapur),5-8 Yrs,Full-time,,"Team Handling,Screening,Client Acquisition,Team Leading,Scheduling,Talent Sourcing,Client Handling,Acquisition",naukri
Delivery Lead,Data Science,,Chennai,15-20 Yrs,Full-time,,"IT services,Interpersonal skills,Managed services,Customer satisfaction,Technical Expert,project governance,Engineering projects,Recruitment Lead",naukri
Lead HPCC,Data Science,,Pune,6-8 Yrs,Full-time,,"IT services,Cloud computing,Data analysis,Networking,Linux,Business planning,SMB,Information technology",naukri
Technical Lead AI,Data Science,,Remote,5-8 Yrs,Full-time,,"Computer science,Coding,Debugging,Machine learning,Technical Lead,Open source,Project delivery,Analytics",naukri
Technical Lead,Data Science,,Chennai,5-10 Yrs,Full-time,,"c#,project management,technical leadership,oracle,web services,team management,team handling,microsoft azure",naukri
Lead UX/UI Designer,Data Science,,Chennai,5-8 Yrs,Full-time,,"sketching,visual design,ux,design,enterprise applications,photoshop,html,adobe premiere",naukri
Snowflake with PySpark - Lead,Data Science,,Trivandrum,5-7 Yrs,Full-time,,"data cleansing,Data modeling,SCALA,Cloud,Programming,Data processing,Data warehousing,Analytics",naukri
Hyperscaler Architect/Delivery Leader,Data Science,,"Chennai, Trivandrum",10-15 Yrs,Full-time,,"Project development,spark,Cloud,Engineering projects,Management,big data,AWS,Data warehousing",naukri
Lead Azure DataBricks,Data Science,,Hybrid - Hyderabad,7-12 Yrs,Full-time,,"python,Docker,Fast API,Azure Databricks,Spark,Pharmaceutical,sql,Kubernetes",naukri
ATACAMA Lead Developer,Data Science,,Hyderabad,9-14 Yrs,Full-time,,"Prototype,Database design,Data modeling,devops,Cloud,big data,Data warehousing,AWS",naukri
"Technical Lead/Architect, AI Department: AI & ML",Data Science,,Hyderabad,8-12 Yrs,Full-time,,"Computer science,Computer vision,Lead Architect,SNP,Artificial Intelligence,Machine learning,Agile,Technical Lead",naukri
QA Test Lead,Data Science,,Chennai,8-13 Yrs,Full-time,,"Computer science,Test scripts,Analytical,Reconciliation,Agile,Test scenarios,Data quality,Test cases",naukri
Tech Lead,Data Science,,Chennai,9-11 Yrs,Full-time,,"RDBMS,Delta,Technical leadership,Technical Lead,Apache,AWS,Cost optimization,SQL",naukri
Business Intelligence Lead,Data Science,,Mumbai,6-9 Yrs,Full-time,,"Computer science,Team management,Data modeling,Analytical,data governance,Data quality,Business intelligence,Stakeholder management",naukri
Lead- CA Analytics,Data Science,,Delhi,6-8 Yrs,Full-time,,"Trade,SAS,Merchant acquiring,Market intelligence,Banking,Client engagement,model development,Analytics",naukri
Lockton - Neo4j & MDM Lead,Data Science,,Gurgaon,3-10 Yrs,Full-time,,"Root cause analysis,Usage,neo4j,Monitoring tools,Data modeling,Master data management,data governance,Database",naukri
Team Lead,Data Science,,Pune,5-10 Yrs,Full-time,,"CVS,deep learning,Data analysis,data science,Project management,Machine learning,Cloud,Deployment",naukri
Technical Delivery Lead,Data Science,,Hyderabad,12-18 Yrs,Full-time,,"Redshift Db,Data Engineering,Aws Cloud,Bi Tools,JIRA,Business Analysis,Delivery Management,Life Sciences",naukri
Python Lead,Data Science,,Kochi,4-11 Yrs,Full-time,,"Computer science,Version control,GIT,Django,Debugging,Scrum,Agile methodology,Unit testing",naukri
IT Lead - Exchange and Environments,Data Science,,Trivandrum,7-8 Yrs,Full-time,,"SOA,MySQL,Debugging,Agile,Scrum,Selenium,Apache,Troubleshooting",naukri
Lead - Marketing Analytics,Data Science,,Hyderabad,4-8 Yrs,Full-time,,"Marketing analytics,Business analytics,Healthcare,data visualization,Oracle,PWD,Analytics,CRM",naukri
Team Leader,Data Science,,"Delhi, Gurgaon",1-5 Yrs,Full-time,,"BPO,Data validation,Pharma,Pharmacy,Rave,Clinical research,Data Analyst,KPO",naukri
Tech Lead,Data Science,,Pune,10-14 Yrs,Full-time,,"GIT,Analytical,SCALA,Strategic planning,Data processing,Oracle,Project delivery,Stakeholder management",naukri
"D&A Solution Delivery, Architecture & Support Lead",Data Science,,Pune,15-18 Yrs,Full-time,,"Computer science,Data management,data science,Architecture,power bi,Solution delivery,Analytics,Monitoring",naukri
Lead ETL Developer,Data Science,,Hyderabad,3-8 Yrs,Full-time,,"Automation,Data modeling,Consulting,Business intelligence,Information technology,Analytics,SQL,Python",naukri
GCP with PySpark - Lead,Data Science,,Trivandrum,5-7 Yrs,Full-time,,"data cleansing,GCP,Data modeling,cloud storage,Programming,Data processing,Data warehousing,Analytics",naukri
Lead BI Specialist,Data Science,,Hyderabad,5-9 Yrs,Full-time,,"Cloud computing,Data analysis,Machine learning,Silicon,data visualization,Business intelligence,Analytics,Reporting tools",naukri
Lead Application Developer - Oracle/Java,Data Science,,Chennai,7-11 Yrs,Full-time,,"Computer science,jQuery,Coding,Debugging,Javascript,HTML,Stored procedures,Information technology",naukri
Expert Power BI Lead,Data Science,,Hyderabad,5-9 Yrs,Full-time,,"BI Lead,Data analysis,KPI,power bi,Data quality,Informatica,SQL,Quality",naukri
Senior Developer - AI/ML,Data Science,15000.0,Surat,5-10 Yrs,Full-time,,"Python,Power BI,Tableau,PyTorch,seaborn,Git,Docker,Django",naukri
"Sr Software Developer (Full stack) - Dot Net, Angular, Pipeline, CICD",Data Science,27000.0,Pune,8-13 Yrs,Full-time,,"Dot Net,Automation,Data Engineering,Angular,Cicd Pipeline,Unit Testing,Clean Code,User Stories",naukri
System Analyst,Data Science,,Hybrid - Pune(Kalyani Nagar),6-10 Yrs,Full-time,,"Azure Data Factory,Power Bi,Data Modeling,ETL,SQL Azure,Data Visualization,Salesforce,Bi",naukri
Technical Architect - GCP,Data Science,,Bengaluru,12-17 Yrs,Full-time,,"SAP,Version control,Application programming,Debugging,OLAP,Data quality,Analytics,SQL",naukri
Principal MLOps Architect - SQL/Python,Data Science,,"Delhi NCR, Mumbai, Bengaluru",11-20 Yrs,Full-time,,"MLOps,Team Management,PyTorch,Docker,Hadoop,Spark,Technical Architecture,Python",naukri
AEM Functional BA,Data Science,,Bengaluru,4-8 Yrs,Full-time,,"AEM Functional BA,Functional,Aem",naukri
Palantir Developer,Data Science,,"Bengaluru, Hyderabad",6-10 Yrs,Full-time,,"Palantir Foundry,Collaborative Development,Documentation & Reporting,Palantir Platform Development,Palantir Gotham,Data Integration,Documentation,Platform Development",naukri
Product Manager I - Platforms,Data Science,,Bengaluru,3-6 Yrs,Full-time,,"Product management,Third party logistics,Performance management,Conflict resolution,Business analytics,E-commerce,Medical insurance,Cost",naukri
Product Manager 2 - Platforms,Data Science,,Bengaluru,3-8 Yrs,Full-time,,"Product management,Third party logistics,Performance management,Conflict resolution,Business analytics,E-commerce,Medical insurance,Cost",naukri
Remote - Digital Global Services,Data Science,,"Chennai, Bengaluru, Hyderabad",12-14 Yrs,Full-time,,"MS SQL,HP data protector,Data modeling,data security,data governance,Data processing,HTML,Data quality",naukri
Python Developer,Data Science,,Bengaluru,2-5 Yrs,Full-time,,"Media management,Networking,Social media,MySQL,CMS,SEO,SQL,Android",naukri
Cloud Platform Architect,Data Science,,Hyderabad,10-12 Yrs,Full-time,,"Networking,Web development,Machine learning,Agile,Troubleshooting,Information technology,SDLC,SQL",naukri
Python Pyspark Developer,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",2-6 Yrs,Full-time,,"Computer science,Cloud computing,GCP,Debugging,Design development,Data processing,big data,Information technology",naukri
Python Developer - Google Cloud Platform,Data Science,,"Delhi NCR, Mumbai, Bengaluru",7-12 Yrs,Full-time,,"Python,BigQuery,Data Pipeline,Google Cloud Platform,Tableau,ETL,Looker,Scripting",naukri
ETL Developer,Data Science,,Bengaluru,4-6 Yrs,Full-time,,"ETL Developer,Documentation,Data Modeling,Troubleshooting,Data,Modeling,ETL Development,Development",naukri
Software Developer,Data Science,,"Chennai, Bengaluru, Hyderabad",5-8 Yrs,Full-time,,"Python,Pyspark,AWS,Software,Development,Software development",naukri
Director of Machine Learning,Data Science,,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",12-20 Yrs,Full-time,,"Artificial Intelligence,Natural Language Processing,Deep Learning,Computer Vision,Data Engineering,datascience,Sentiment Analysis,Pattern Recognition",naukri
ETL Tester,Data Science,,Bengaluru,5-10 Yrs,Full-time,,"Unix,Test scripts,Data modeling,Data quality,Test cases,Apache,Information technology,SQL",naukri
Instructional Designer,Data Science,,Bengaluru,2-5 Yrs,Full-time,,"E-learning,Coding,Social media,Javascript,Flex,Agile,HTML,SDK",naukri
AI Solution Architect,Data Science,,Remote,12-19 Yrs,Full-time,,"Gen ai,Generative AI,Natural Language Processing,LLM,Machine Learning,Artificial Intelligence,Machine,Gen",naukri
SMTS ML,Data Science,,Bengaluru,4-8 Yrs,Full-time,,"algorithms,debugging,information retrievalmachine learning,artificial intelligence,ml,Intelligence",naukri
SMTS ML,Data Science,,Bengaluru,4-8 Yrs,Full-time,,"Computer science,Analytical,Artificial Intelligence,Debugging,Machine learning,Information retrieval,Product design,Research",naukri
Developer - Connected Platform,Data Science,,Chennai,3-7 Yrs,Full-time,,"Computer science,Product engineering,Communication protocols,Intellectual property,Data processing,Application development,HTTP,JIRA",naukri
Frontend Developer (UI/UX) (Contract),Data Science,,Bengaluru,3-7 Yrs,Full-time,,"node,frontend development,debugging,design principles,javascript,communication skills,UI/UX,UI development",naukri
SAP SD Consultant,Data Science,,Bengaluru,3-7 Yrs,Full-time,,"sd,sap,ricefw,configuration,sap sd,communication skills,Saps,Consulting",naukri
AI - Project Manager,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",2-6 Yrs,Full-time,,"Computer science,Manager Quality Assurance,Team management,Machine learning,CMMI,Project planning,Manager Quality Control,Outsourcing",naukri
AEM Analytics,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",2-5 Yrs,Full-time,,"analysis,Analytics,Aem",naukri
Fullstack AI Developer,Data Science,10800.0,Pune(Market yard),4-5 Yrs,Full-time,,"Angular,React.js,AI deployment,and JavaScript/TypeScript,or Node.js.,RNNs,and model optimization,CNNs",naukri
Delivery Manager-AI Solutions,Data Science,,Bengaluru,2-8 Yrs,Full-time,,"C++,Backend,Adhesives,MIS,Project management,Packaging,Wellness,Information technology",naukri
Product Manager,Data Science,,Bengaluru,10-15 Yrs,Full-time,,"Product management,Computer science,Claims,Production support,Relationship building,Agile,JIRA,Business solutions",naukri
AI Researcher,Data Science,,Bengaluru,8-13 Yrs,Full-time,,"ASR,Computer vision,Machine learning,Data collection,model development,Continuous improvement,Forecasting,Monitoring",naukri
Mechatronics & BIGDATA Developer,Data Science,,Bengaluru,3-6 Yrs,Full-time,,"NoSQL,cassandra,Machine learning,Data collection,PHP,MongoDB,Data mining,MATLAB",naukri
Snowflake Developer,Data Science,,Bengaluru,2-6 Yrs,Full-time,,"Computer science,Performance tuning,Data modeling,Data structures,Business intelligence,Troubleshooting,Information technology,Analytics",naukri
AI/ML Developer,Data Science,,Bengaluru,5-7 Yrs,Full-time,,"deep learning,Python,Development,Ml,Artificial Intelligence",naukri
Benovymed Healthcare-AVP/Director/Regional Manager-Business Operations,Data Science,,"Delhi NCR, Mumbai, Bengaluru,  International, Overseas",11-20 Yrs,Full-time,,"Business Management,Sales,Mental Health,Diabetes,Cancer Diseases,Heart Disease,Marketing,COPD",naukri
AVP/Director/Regional Manager - Business Operations,Data Science,,"Delhi NCR, Mumbai, Bengaluru",10-20 Yrs,Full-time,,"Business development,Sales Operations,B2B Sales,Corporate Sales,Sales,Direct,Regional,Operations management",naukri
Chief Officer/AVP - Marketing & Sales,Data Science,,"Delhi NCR, Mumbai, Bengaluru",10-20 Yrs,Full-time,,"Marketing,Sales Head,Sales,CMO,Business Development,Development,Avp",naukri
IT - AWS Tech Architect,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",5-9 Yrs,Full-time,,"Data analysis,Data migration,Team management,NoSQL,Analytical,Postgresql,MySQL,Data processing",naukri
Internal Audits Specialist,Data Science,42000.0,Bengaluru,8-13 Yrs,Full-time,,"Internal Audit,Internal Auditor,Auditing",naukri
IT Recruiter - Singapore Market,Data Science,9600.0,Bengaluru,3-7 Yrs,Full-time,,"IT Staffing,IT Recruitment,Technical Recruitment,Corporate Recruitment,Permanent Staffing,Singapore,Sourcing,Recruitment Management",naukri
Job Posting Title ETL Developer,Data Science,,Pune,5-6 Yrs,Full-time,,"Analyst,Administration,Cloud computing,Machine learning,Service excellence,Data processing,Ab Initio,data integrity",naukri
AI Solution Architect,Data Science,48000.0,Remote,12-15 Yrs,Full-time,,"AI Architect,TensorFlow,Python,R,PyTorch,Azure Cloud,Data Scientist,Machine Learning Engineer",naukri
Python+Pyspark,Data Science,,Bengaluru,3-6 Yrs,Full-time,,"Telecom,Manager Quality Assurance,Coding,Consulting,Manager Technology,Healthcare,Data processing,Business intelligence",naukri
Business Intelligence Solution professional,Data Science,,Bengaluru,15-20 Yrs,Full-time,,"Data analysis,Business analytics,Machine learning,data integrity,Business intelligence,Business solutions,Project delivery,Python",naukri
GIS Specialist,Data Science,,Chennai,3-6 Yrs,Full-time,,"QGIS,GIS,ArcGIS,deep learning,geospatial analysis,Python programming,AWS,Google Cloud",naukri
AI Specialist,Data Science,,Noida,2-5 Yrs,Full-time,,"C++,Illustrator,Illustration,Neural networks,Machine learning,Workflow,Manager Quality Control,Gaming",naukri
"IT Architect Specialist(Microservices, Docker, JAVA)",Data Science,,Pune,8-12 Yrs,Full-time,,"Hibernate,GIT,Defect tracking,splunk,JPA,Troubleshooting,Financial services,SQL",naukri
It Recruiter,Data Science,,Pune,1-4 Yrs,Full-time,,"IT Recruitment,End To End Recruitment,Technical Recruitment,Head Hunting,Screening,IT Staffing,Sourcing,Talent Sourcing",naukri
Full Stack Developer,Data Science,,"Pune, Bengaluru",2-4 Yrs,Full-time,,"advanced analytics,analytics reporting,Front end,Spring framework,Cloud,Programming,data visualization,Object oriented programming",naukri
Internship,Data Science,,"Ahmedabad, Bengaluru, Hyderabad",,Full-time,,,naukri
Architect- AI/ML,Data Science,,Bengaluru,10-12 Yrs,Full-time,,"Cloud computing,Analytical,Machine learning,Back office,microsoft,Information technology,Monitoring,Software services",naukri
"Marketing Science Partner,",Data Science,,"Mumbai, Bengaluru, Gurgaon",3-6 Yrs,Full-time,,"Automation,Analytical,Machine learning,Research,Analytics,SQL,Python,Data extraction",naukri
ML - AWS Glue,Data Science,,Bengaluru,8-10 Yrs,Full-time,,"Version control,GIT,Project management,Machine learning,Agile,Data quality,Natural language processing,SQL",naukri
Snowflake + Python + SQL Developer,Data Science,,Bengaluru,4-6 Yrs,Full-time,,"Version control,GIT,Data modeling,RDBMS,data governance,Data processing,Troubleshooting,SQL",naukri
Cloud Architect,Data Science,,Bengaluru,5-7 Yrs,Full-time,,"Computer science,Cloud computing,Coding,Analytical,devops,Machine learning,Infrastructure,Data processing",naukri
NET Developer (D365 & POS Integration Specialist),Data Science,,Bengaluru,6-8 Yrs,Full-time,,"c#,rest,continuous integration,cd,web services,configuration,customization,microsoft dynamics",naukri
AI Engineer_ MLOPs,Data Science,,"Chennai, Pune, Mumbai, Bengaluru, Gurgaon",3-12 Yrs,Full-time,,"Cloud computing,C++,Automation,Project management,System integration,Application development,Data warehousing,Monitoring",naukri
SAP APO Consultant,Data Science,,Bengaluru,3-7 Yrs,Full-time,,"sap s hana,project management,supply chain,apo module,sap erpsap bw,sap module,communication skills,S",naukri
Technical Architect - Machine Learning / Artificial Intelligence,Data Science,,Bengaluru,12-20 Yrs,Full-time,,"Artificial Intelligence,Technical Architect,PyTorch,Django,PostgreSQL,MySQL,Cloud,Flutter",naukri
Frontend UI React Developer,Data Science,,Hybrid - Bengaluru,5-10 Yrs,Full-time,,"React.Js,Redux,Javascript,Frontend UI,UI,UI development,Development,Front end",naukri
Gen AI Tech Specialist,Data Science,14400.0,"Delhi NCR, Delhi, Noida",1-3 Yrs,Full-time,,"Gen AI,langchain,Chatbot,agentic development,llm,prompt engineer,Deployment,open AI",naukri
Subject Matter Expert (SME),Data Science,,Bengaluru,2-6 Yrs,Full-time,,"Assurance,Data management,Pumps,Production engineering,Machine learning,Project delivery,Business intelligence,Technical support",naukri
Dubai: Microsoft Power BI Developer x4 positions,Data Science,33000.0,"Chennai, Bengaluru, Hyderabad",3-8 Yrs,Full-time,,"SHAREPOINT,c,SSAS,Power Bi,SSRS,Ssis Etl,Microsoft Office Sharepoint Server,SSIS",naukri
Hiring_Data Science_Bangalore_Mumbai_General Shift,Data Science,,"Bengaluru, Mumbai (All Areas)",10-15 Yrs,Full-time,,"Data Science,Marketing Analytics,Machine Learning,AWS,Python,SQL,Analytics,Marketing",naukri
Golang Developer,Data Science,,Bengaluru,1-3 Yrs,Full-time,,"E-learning,Backend,Front end,Networking,Coding,GCP,Integration testing,Cloud",naukri
NLP Expert,Data Science,,Bengaluru,1-3 Yrs,Full-time,,"Computer science,Text mining,E-learning,Analytical,Machine learning,Linguistics,Information retrieval,Natural language processing",naukri
Digital Marketing Manager,Data Science,,Pune,7-10 Yrs,Full-time,,"Unix,C++,WAN,LAN,HTML,Windows,microsoft,Troubleshooting",naukri
Principal Business Analytics,Data Science,,Bengaluru,6-11 Yrs,Full-time,,"Business analytics,Analytical,Financial planning,Business strategy,QlikView,cxo,data visualization,Analytics",naukri
Opening For Gen AI Architect-,Data Science,,"Hybrid - Bengaluru, Mumbai (All Areas)",10-18 Yrs,Full-time,,"Generative AI,Natural Language Processing,Machine Learning,Deep Learning,Gen,Artificial Intelligence,Architecture,Process",naukri
Machine learning Architect,Data Science,,Bengaluru,5-9 Yrs,Full-time,,"Training,deep learning,Architect,Diagnostics,Machine learning,Architectural design,Life sciences,Data Analyst",naukri
Mendix Developer,Data Science,,Bengaluru,2-6 Yrs,Full-time,,"Java,Technology,Mysql,Javascript,Big Data,Aws,Data,Mendix",naukri
HCl_Data Governance,Data Science,,Bengaluru,2-4 Yrs,Full-time,,"Change management,metadata,Data management,data security,data governance,Data quality,Manager Quality Control,Stakeholder management",naukri
Generative AI Specialist,Data Science,24000.0,"Hybrid - Bengaluru, Hyderabad",3-8 Yrs,Full-time,,"Tensorflow,Generative AI,Natural Language Processing,Numpy,Large Language Models,Matplotlib,IMAGE GENERATION,Neural Networks",naukri
Full Stack Python Developer,Data Science,,Hyderabad,6-11 Yrs,Full-time,,"Django,AWS,Python,Docker,fast Api,Django Framework,React.Js,Python Development",naukri
Python Developer - Business Forecasting,Data Science,,Bengaluru,2-4 Yrs,Full-time,,"Performance management,RDBMS,Consulting,Healthcare,Test cases,Information technology,Internship,Software implementation",naukri
Your Profile is been Shortlisted For Sap Ariba Consultant!,Data Science,20400.0,"Delhi NCR, Bengaluru, Noida",4-8 Yrs,Full-time,,"Sap Ariba,payment risk,data scientist,catalog optimization,relationship discovery,Catalog,Risk,Consulting",naukri
Linux & Automation Architect,Data Science,,Bengaluru,4-8 Yrs,Full-time,,"TCP,VMware,Automation,SAP,Linux,Weblogic,Perl,Windows",naukri
Web Application Architect,Data Science,,Mumbai (All Areas),10-16 Yrs,Full-time,,"Web Application Development,Ui/Ux,CSS,HTML,react,Node.Js,Angular,SQL",naukri
Azure ADF -Pan India (16 To 19yrs)-Most Urgent!!,Data Science,,"Delhi NCR, Bengaluru, Hyderabad",16-19 Yrs,Full-time,,"Azure Data Factory,Azure Synapse,Datafactory,Azure Data Warehouse,Alteryx,Azure Data Lake,Azure Databricks,Data Lake",naukri
Finance Manager,Data Science,,Bengaluru,7-11 Yrs,Full-time,,"excel,reporting toolsaccounting,auditing,accounting standards,ifrs,Financial management,Reporting,Finance",naukri
Recruiter Number,Data Science,,Bengaluru,3-8 Yrs,Full-time,,"Engineering services,Post production,Performance tuning,Consulting,Social networking,Agile,PLSQL,business rules",naukri
